,Cancer,Normal,Normal,Cancer,Normal,Normal,Cancer,Cancer,Normal,Cancer,Normal,Normal,Cancer,Normal,Normal,Normal,Normal,Normal,Normal,Cancer,Normal,Normal,Cancer,Cancer,Normal,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Normal,Normal,Cancer,Normal,Cancer,Cancer,Normal,Cancer,Normal,Normal,Normal,Cancer,Normal,Normal,Cancer,Cancer,Cancer,Cancer,Normal,Cancer,Cancer,Cancer,Cancer,Cancer,Normal,Cancer,Normal,Cancer,Normal,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Normal,Normal,Normal,Normal,Cancer,Normal,Cancer,Cancer,Normal,Normal,Normal,Cancer,Normal,Cancer,Normal,Cancer,Cancer,Cancer,Normal,Cancer,Cancer,Cancer,Cancer,Cancer,Normal,Cancer,Cancer,Normal,Cancer,Normal,Cancer,Cancer,Cancer,Cancer,Normal,Normal,Cancer,Cancer,Normal,Normal,Normal,Normal,Normal,Cancer,Cancer,Cancer,Normal,Cancer,Normal,Cancer,Cancer,Normal,Cancer,Cancer,Cancer,Normal,Cancer,Normal,Cancer,Cancer,Cancer,Normal,Normal,Cancer,Normal,Normal,Cancer,Normal,Cancer,Normal,Cancer,Cancer,Cancer,Cancer,Normal,Cancer,Cancer,Cancer,Normal,Normal,Normal,Cancer,Normal,Cancer,Cancer,Cancer,Cancer,Cancer,Cancer,Normal,Cancer,Cancer,Normal,Cancer,Normal,Cancer,Cancer,Cancer,Normal,Normal,Normal,Normal,Normal,Cancer,Cancer,Normal,Cancer,Normal,Cancer,Normal,Normal,Normal,Normal,Cancer,Normal,Normal,Cancer,Cancer,Normal,Cancer,Normal,Normal,Cancer,Cancer,Normal,Cancer,Normal,Cancer,Cancer,Cancer,Cancer,Normal,Normal,Cancer,Normal,Normal,Cancer,Cancer,Cancer,Normal,Normal,Cancer,Normal,Cancer,Normal,Cancer,Normal
4427290,0,240.2691014,0,50.47955578,558.4363781,0,0,89.60573477,0,0,0,0,0,0,0,0,0,160.5136437,0,228.5714286,0,0,0,0,0,71.8907261,0,0,170.6484642,362.9764065,0,0,384.2459174,0,0,0,0,0,0,0,0,204.4989775,0,78.6163522,77.24990344,0,0,58.65102639,0,0,0,353.0450132,0,0,54.25935974,66.8002672,0,0,0,85.91065292,0,0,0,0,0,0,0,0,0,149.2537313,0,0,141.5428167,437.4453193,218.579235,0,0,0,95.32888465,0,0,0,0,94.07337723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.0512541,203.8735984,0,0,0,79.30214116,103.950104,293.901543,0,0,0,0,0,0,0,0,235.5712603,0,105.374078,825.3094911,0,0,0,0,0,0,0,0,0,80.38585209,0,0,185.1851852,35.63791875,0,0,0,0,0,0,0,0,0,0,0,0,0,127.388535,93.6329588,512.8205128,0,0,0,90.66183137,33.81805884,0,472.0329358,1.023719583,0,1.608570463,678.5338373,80.98929444,901.3534655,1.394408422,2.441644692,242.805051,37.06150599,0.893503337,1.68219897,0,0.765110941,0,0,0.936575132,0,2.4430614,0,3.127785684,2.020834807,2.867938597,1.070090958,0,1.389738173,0.431885222,193.7708375,1286.440366,0,0,522.7699812,0.781970879,0,0,1689.801483,0,2.805127774,0,0,0,0,2573.325561,0.648636027,0,1.815771794,1.076826163,0,5.25099769,0,0,3125.304018,0,0,0,7.794164769,0,0
190351,0,0,0,0,0,306.7484663,0,89.60573477,0,0,0,0,0,0,0,0,0,0,0,0,99.20634921,0,0,0,0,0,0,0,0,0,0,0,96.06147935,56.85048323,0,0,81.43322476,0,0,0,0,0,0,0,0,0,48.6381323,58.65102639,0,0,0,0,0,0,0,0,0,0,0,0,87.2600349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.76660682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.30214116,0,0,196.0784314,0,0,0,0,0,0,0,0,0,0,137.5515818,0,0,76.2195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.6329588,0,0,0,58.37711617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851704,59.48839976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751.8796992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.81805884,0,7.098239637,0,2.682763246,0,0,25.86212764,0,4.183225267,24.41644692,1.740538,0,0,1.12146598,0,3.825554705,0,0.845422881,0,0,0,0,3.909732105,0,0,0,0.684922124,0,0,0,13.82561294,0.360477272,0,0,1.563941759,1.002978847,0,1.056786418,7.061648189,0,10.87831517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.230070853,1.732036615,932.7944153,0
197504,0,144.1614608,0,0,0,306.7484663,0,0,336.9272237,78.125,0,0,0,101.5228426,0,633.8553318,0,0,207.253886,228.5714286,99.20634921,682.1282401,65.83278473,0,42.49893753,71.8907261,40.83299306,0,0,25.92688618,97.46588694,83.89261745,288.184438,0,0,189.1551072,0,88.10572687,144.5086705,0,0,0,0,157.2327044,0,172.7115717,243.1906615,175.9530792,14.65416178,512.8205128,206.4693737,176.5225066,0,49.85044865,0,0,0,0,0,429.5532646,0,0,112.4859393,0,0,68.58710562,0,0,80.45052293,0,199.6007984,0,0,0,0,54.91488193,0,0,95.32888465,0,108.577633,293.040293,244.4987775,188.1467545,0,0,0,0,0,0,0,95.87727709,0,0,0,0,0,0,144.9275362,51.49330587,84.10428932,0,0,83.19467554,0,0,79.30214116,415.8004158,293.901543,392.1568627,49.72650423,208.9864159,0,0,0,83.68200837,134.6801347,0,0,0,0,0,0,152.4390244,151.6300227,0,55.34034311,0,0,0,0,0,77.22007722,0,35.63791875,0,0,0,0,194.9317739,0,51.89413596,56.33802817,0,0,176.4705882,0,0,0,280.8988764,256.4102564,0,0,0,0,0,0,0,1.023719583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.936575132,0,0,0,0,0,0,0,0,0,0.431885222,0,0,0.720954544,0.630803391,0,0,0,0,0,0.784627577,0,0,0,2.624763771,0,0,5.62151223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.83299306,0,0,0,0,0,0,0,0,63.0517024,0,0,0,0,0,0,0,0,0,0,0,0,14.65416178,0,0,88.26125331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.78750897,0,0,0,0,0,0,0,54.91488193,0,0,0,0,0,0,0,0,0,85.68980291,0,0,0,0,0,0,0,0,0,0,0,198.8071571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.9245283,0,0,67.34006734,0,62.85355123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.47008547,0,98.61932939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146564,0,0,0,0,0,0,0,0,0,0,1920,0,0,0,0,74.57121551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412.9387474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.64480874,0,0,0,0,0,0,0,0,0,0,0,0,94.33962264,0,0,0,0,0,0,0,0,191.7545542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.89281508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498.9308624,0,0,0,0,0,0,0,394.3661972,0,0,0,0,0,0,93.6329588,0,0,0,0,0,0,0,0,0,0,0,1.985952695,310.3455316,20.81150517,0,0,0,38.67287581,215.3343043,86.91361348,0,0,0,0,0,1.306694194,3.6645921,0,0,1.010417403,0,0,0,0,0,449.5198473,0,26.31484085,0,14.9934029,1.563941759,0,0,0,0,1.122051109,0,0,0,0,14.21726829,0,0.573624735,0,0,0,0,0,0,0.810714402,0,0,0,0,0,0
197194,59.48839976,48.05382028,0,0,0,76.68711656,0,44.80286738,0,0,160,0,0,203.0456853,892.8571429,223.7136465,154.7189273,0,207.253886,114.2857143,198.4126984,68.21282401,0,0,0,0,81.66598612,0,0,25.92688618,0,167.7852349,96.06147935,0,220.9944751,63.0517024,0,88.10572687,0,0,102.0408163,0,0,0,0,0,0,0,58.61664713,0,0,353.0450132,0,0,54.25935974,0,0,0,0,85.91065292,174.5200698,0,0,309.2145949,0,0,0,0,0,0,199.6007984,262.2377622,0,0,109.2896175,109.8297639,0,0,0,99.30486594,0,219.7802198,0,188.1467545,89.76660682,0,0,0,131.5789474,223.0483271,82.50825083,95.87727709,0,638.2978723,79.36507937,0,383.5091083,0,144.9275362,0,0,0,0,83.19467554,0,81.96721311,0,0,0,392.1568627,0,0,0,0,0,251.0460251,0,58.89281508,62.85355123,105.374078,962.8610729,0,0,0,75.81501137,0,0,0,0,0,160.7717042,141.7434444,0,277.7777778,71.27583749,0,362.9764065,0,0,194.9317739,0,0,0,0,136.0544218,58.82352941,0,150.8295626,0,0,0,0,0,0,0,67.63611769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.1034048,0,0,0,0,0,0,0,0,0,0,0,0,29.30832356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.76660682,0,0,0,0,0,0,95.87727709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.0613497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.89413596,0,0,0,0,0,0,0,0,85.47008547,0,0,0,30.22061046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186328,59.48839976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.83278473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.82312457,0,0,0,54.25935974,0,0,0,0,0,0,96.06147935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.76660682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.47008547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301910,118.9767995,192.2152811,296.735905,0,717.989629,76.68711656,0,134.4086022,67.38544474,0,0,0,0,0,535.7142857,74.57121551,103.1459515,0,103.626943,0,198.4126984,136.425648,0,0,0,143.7814522,204.1649653,0,0,155.5613171,0,0,192.1229587,227.4019329,0,126.1034048,0,88.10572687,0,219.2982456,0,0,0,235.8490566,0,0,48.6381323,0,43.96248535,512.8205128,0,176.5225066,0,0,108.5187195,0,0,0,0,171.8213058,0,0,112.4859393,61.84291899,0,0,58.85815185,0,0,0,199.6007984,0,0,0,163.9344262,0,106.9518717,0,0,99.30486594,0,73.26007326,0,0,0,0,0,0,32.89473684,223.0483271,0,0,0,0,0,0,95.87727709,0,217.3913043,0,0,0,0,83.19467554,0,0,396.5107058,415.8004158,73.47538575,98.03921569,198.9060169,104.4932079,0,0,0,334.7280335,0,117.7856302,62.85355123,0,137.5515818,0,0,76.2195122,0,0,0,0,0,0,0,283.4868887,0,92.59259259,71.27583749,0,0,153.1393568,0,0,0,0,0,0,0,58.82352941,108.8731628,0,63.69426752,93.6329588,0,0,98.61932939,175.1313485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.2857143,0,0,0,0,0,71.8907261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.96248535,0,0,0,0,0,0,0,0,0,0,0,0,96.06147935,112.4859393,0,0,0,0,0,0,0,0,0,0,0,54.64480874,0,0,0,0,0,0,0,0,0,89.76660682,0,0,0,0,74.34944238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.72650423,0,153.3742331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.12546125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.3236627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2653002,59.48839976,48.05382028,0,100.9591116,39.88831272,0,0,0,0,78.125,0,0,61.12469438,0,0,0,51.57297576,0,0,228.5714286,0,68.21282401,131.6655695,0,127.4968126,71.8907261,81.66598612,160.2564103,0,0,0,0,384.2459174,113.7009665,0,126.1034048,81.43322476,0,144.5086705,0,0,0,0,0,0,0,0,0,87.92497069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.84291899,267.7376171,205.7613169,0,0,0,0,0,0,0,174.9781277,0,0,213.9037433,0,190.6577693,0,0,0,162.999185,0,89.76660682,0,128.3697048,94.33962264,0,0,0,191.7545542,167.3640167,0,0,0,0,0,0,0,0,0,0,0,0,573.7704918,0,0,73.47538575,0,0,0,153.3742331,0,0,0,67.34006734,0,0,1264.488936,0,0,0,0,0,0,55.34034311,0,46.12546125,0,80.38585209,0,77.22007722,0,0,94.87666034,90.74410163,0,0,194.9317739,0,103.7882719,56.33802817,0,136.0544218,0,54.43658138,0,0,0,0,0,98.61932939,0,0,67.63611769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.261606782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672526615,0
190240,0,48.05382028,0,0,39.88831272,76.68711656,0,0,0,0,160,0,0,0,0,37.28560776,0,0,103.626943,0,0,68.21282401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.62495172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.84291899,0,0,0,0,0,0,99.8003992,0,0,87.48906387,54.64480874,0,0,0,0,0,0,219.7802198,0,0,0,0,0,0,32.89473684,0,0,0,0,106.3829787,79.36507937,0,0,0,72.46376812,0,0,0,0,0,0,81.96721311,158.6042823,0,73.47538575,0,0,0,0,0,0,83.68200837,0,0,0,0,275.1031637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.74410163,0,0,0,0,0,0,0,0,0,0,0,0,93.6329588,0,0,0,58.37711617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.936575132,0,1.83229605,0,0,0,0,4.280363831,0,0,0,0,1.316725041,0.720954544,0,0,3.127883518,0,0,0,0.784627577,0,0,1.259160392,0,0,0,0,0,3.631543588,0,0,1.312749422,0,0.82140921,0.810714402,0,0,0,0.866018308,0,4.467011123
12,297.4419988,0,0,0,0,0,113.2502831,403.2258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.45052293,0,0,0,160.2564103,0,570.391496,0,0,0,0,0,315.258512,0,0,0,0,0,0,128.0409731,0,0,1381.692573,0,117.3020528,73.27080891,0,137.6462491,0,72.15007215,0,0,66.8002672,0,0,13533.83459,85.91065292,0,96.06147935,112.4859393,0,535.4752343,0,0,71.78750897,80.45052293,0,0,0,0,87.48906387,109.2896175,0,0,0,0,0,54.2888165,0,81.4995925,0,0,85.68980291,0,0,0,74.34944238,0,0,0,0,0,0,0,0,72.46376812,51.49330587,0,0,0,83.19467554,0,0,0,0,73.47538575,0,0,0,0,0,44.62293619,0,67.34006734,117.7856302,0,0,0,997.6976209,0,76.2195122,0,0,0,75.13148009,0,0,80.38585209,0,0,0,0,0,272.2323049,0,0,0,602.4096386,0,0,0,136.0544218,0,163.3097441,0,0,0,0,0,0,116.7542323,30.22061046,304.3625296,4.012956115,7.098239637,0,5.365526492,0,0,86.43395289,0,4.183225267,627.5026858,10.443228,2.417054738,0,7.850261862,2.972298181,56.61820964,3.603733468,2.536268642,4.68287566,0,3.05382675,0.505642976,6.255571368,10.10417403,19.35858553,0,3.424610622,2.779476347,3.023196555,0,13.82561294,6.849068166,81.37363746,5.997361161,7.819708794,3.008936542,4.860503548,5.8123253,7.061648189,2.805127774,14.50442022,3.777481176,1.749842514,0,0,0,0,0,0,3.701144887,2.625498845,5.665775881,4.928455258,16.21428803,0,26.28854969,10.1946614,12.99027461,1880.384416,0
289622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.89261745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.24170616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.4926254,0,0,0,73.26007326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.47538575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.81501137,0,0,0,0,0,0,0,0,0,35.63791875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.208006668,0,0,0,0,0
4446669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.28571429,0,0,0,0,114.2857143,99.20634921,0,0,0,0,0,40.83299306,160.2564103,0,0,194.9317739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.4231434,0,0,205.1582649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.3625269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428.4490146,0,0,0,74.34944238,0,383.5091083,0,0,79.36507937,0,0,0,0,0,84.10428932,436.2050164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.6801347,0,0,0,0,0,184.8428835,0,75.81501137,0,0,0,0,0,0,0,0,0,35.63791875,0,0,0,0,194.9317739,0,0,0,0,0,0,54.43658138,0,0,0,0,0,0,467.0169294,332.426715,0,0,0,0,0,4.82571139,0,0,0,12.5496758,234.3978904,0,0.805684913,0,0,0,0,0,0,0,0,6.107653501,0,0,0,0,1.070090958,0,0,0.431885222,0,15.14233798,27.39627267,0,4.997800968,0,0,0,0,98.07844707,0,0,0,0,0,1.421726829,0,0,0,0.538413081,3.084287406,0,0,0,0,3.624020005,0,0,0,0,0
231985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267.8571429,0,0,0,0,0,99.20634921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.16632584,0,0,0,0,0,0,43.96248535,0,0,0,0,0,54.25935974,0,0,59.24170616,0,0,0,0,0,0,0,0,0,0,0,0,99.8003992,0,0,0,54.64480874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.45052293,0,0,0,0,0,0,0,0,0,0,83.68200837,0,0,0,0,137.5515818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442846,0,0,0,0,0,0,113.2502831,0,67.38544474,0,0,0,0,0,0,0,0,0,0,114.2857143,0,0,0,0,0,0,40.83299306,0,0,0,97.46588694,0,0,0,0,0,81.43322476,0,0,0,0,0,0,0,0,0,0,58.65102639,73.27080891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.8688086,68.58710562,0,0,0,0,0,0,0,0,0,0,106.9518717,0,95.32888465,0,0,0,0,94.07337723,0,171.3796058,0,0,0,0,82.50825083,0,83.68200837,0,79.36507937,107.2961373,0,0,0,102.9866117,0,0,0,0,0,81.96721311,0,0,0,0,0,0,306.7484663,0,44.62293619,0,0,0,0,105.374078,0,153.4919417,0,0,0,0,0,0,46.12546125,0,0,0,77.22007722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.22061046,67.63611769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265280,0,0,0,0,0,0,0,44.80286738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.732794451,1.183039939,0,0.894254415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.306694194,0,0.505642976,0,0,0,0,2.054766373,0,0,0.712392785,0,0,1.261606782,0,0,0,0,0,4.707765459,0,1.450442022,0,0,0.831905229,0,0,0,0,0,0,26.25498845,0,0,0,0,0,0,0,0,0
4457064,0,0,0,0,0,0,566.2514156,44.80286738,0,0,160,0,61.12469438,0,0,0,0,80.25682183,0,228.5714286,0,68.21282401,131.6655695,0,42.49893753,143.7814522,0,641.025641,0,0,97.46588694,0,96.06147935,170.5514497,110.4972376,0,0,0,144.5086705,109.6491228,0,68.16632584,0,0,77.24990344,172.7115717,0,0,0,0,137.6462491,0,0,49.85044865,0,133.6005344,0,0,0,0,0,192.1229587,0,0,267.7376171,0,0,215.3625269,0,149.2537313,99.8003992,0,0,174.9781277,109.2896175,109.8297639,0,0,95.32888465,0,108.577633,73.26007326,162.999185,282.2201317,0,0,128.3697048,94.33962264,164.4736842,148.6988848,247.5247525,191.7545542,83.68200837,106.3829787,79.36507937,214.5922747,95.87727709,198.8071571,144.9275362,205.9732235,0,0,0,83.19467554,402.2526146,0,0,0,0,0,0,0,0,117.9245283,401.6064257,0,269.3602694,0,62.85355123,0,0,76.74597084,0,76.2195122,151.6300227,271.00271,0,0,92.25092251,0,80.38585209,0,0,0,71.27583749,379.5066414,181.4882033,0,0,0,0,0,0,0,408.1632653,117.6470588,0,0,0,93.6329588,85.47008547,83.7520938,197.2386588,58.37711617,90.66183137,169.0902942,0,0,0,0,0,0,0,0,0,0,0,0,0,25.23298456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.295655667,0,0,0,0,0,0,0,0,6.340718509,10.98478607,0.561025555,0,0,0,0,0,0,0,1.815771794,0,0,0,0,0,0,0,0,0,0,0,0
13,59.48839976,0,0,6966.178698,0,0,679.5016988,0,0,0,0,0,0,0,178.5714286,0,0,80.25682183,0,0,0,0,0,160.9010459,637.4840629,0,0,0,0,51.85377236,0,0,0,0,0,0,0,0,144.5086705,0,0,0,128.0409731,0,0,863.5578584,97.27626459,117.3020528,117.2332943,0,0,0,0,0,0,0,0,0,5137.844612,85.91065292,0,0,112.4859393,0,1204.819277,0,58.85815185,0,0,0,0,0,0,0,0,0,0,0,0,0,54.2888165,0,0,0,0,0,0,0,0,74.34944238,0,0,251.0460251,0,0,0,0,0,0,51.49330587,0,0,101.9367992,0,0,0,0,0,73.47538575,98.03921569,0,0,0,0,267.7376171,0,1212.121212,0,0,0,0,690.7137375,0,0,0,0,0,0,0,21428.57143,0,0,77.22007722,0,0,0,0,0,0,0,9638.554217,0,112.6760563,0,0,0,108.8731628,0,0,0,0,0,394.4773176,0,0,946.9056476,57114.30237,1.774559909,2.047439165,9.836798569,49.06139913,0,49.68250835,12.19984786,1.394408422,141.6153921,169.702455,0,0.893503337,0.56073299,1679.348472,8.416220352,9.78156227,8.454228805,7.492601056,2.613388389,0,18.20314712,31.27785684,0,0,4.280363831,15.75320886,0,1.295655667,1469.666315,42.79356385,0,76.95801373,0.999560194,1.563941759,0,6.480671398,6.869111718,48.64690974,0.561025555,35984.01613,74.29046312,209.9811017,0.831905229,0,8.432268345,7.457121551,0,2.692065406,33.31030399,89.26696072,68.93360655,1.642818419,0,218.6492069,1.643034356,31.71672434,6.928146461,1949.654658,178.6804449
14,0,0,0,50.47955578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.46588694,0,0,113.7009665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.36507937,0,0,0,0,51.49330587,0,218.1025082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.2195122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.2048193,51.89413596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
